-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 02/10/2019 through 08/03/2019 in UTC
Location: Latitude  8.7052   Longitude -83.764 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 29.82 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,T2M,PRECTOTCORR
2019,3,28,0,29.76,0.11
2019,3,28,1,29.66,0.12
2019,3,28,2,29.58,0.43
2019,3,28,3,29.5,0.64
2019,3,28,4,29.35,0.52
2019,3,28,5,29.15,0.72
2019,3,28,6,28.94,0.78
2019,3,28,7,28.76,0.64
2019,3,28,8,28.6,0.52
2019,3,28,9,28.47,0.43
2019,3,28,10,28.36,0.46
2019,3,28,11,28.3,0.39
2019,3,28,12,28.53,0.24
2019,3,28,13,29.07,0.15
2019,3,28,14,29.8,0.07
2019,3,28,15,30.43,0.03
2019,3,28,16,30.78,0.02
2019,3,28,17,30.93,0.02
2019,3,28,18,30.91,0.02
2019,3,28,19,30.78,0.04
2019,3,28,20,30.53,0.08
2019,3,28,21,30.21,0.2
2019,3,28,22,29.91,0.29
2019,3,28,23,29.64,0.59
2019,3,29,0,29.44,1.21
2019,3,29,1,29.33,1.51
2019,3,29,2,29.21,1.74
2019,3,29,3,29.1,2.0
2019,3,29,4,28.95,3.11
2019,3,29,5,28.76,3.99
2019,3,29,6,28.55,4.46
2019,3,29,7,28.36,4.82
2019,3,29,8,28.24,4.38
2019,3,29,9,28.21,3.79
2019,3,29,10,28.22,3.09
2019,3,29,11,28.2,2.57
2019,3,29,12,28.35,1.93
2019,3,29,13,28.65,1.32
2019,3,29,14,29.02,1.01
2019,3,29,15,29.36,0.76
2019,3,29,16,29.59,0.57
2019,3,29,17,29.64,0.35
2019,3,29,18,29.59,0.19
2019,3,29,19,29.49,0.07
2019,3,29,20,29.35,0.02
2019,3,29,21,29.19,0.0
2019,3,29,22,28.99,0.0
2019,3,29,23,28.79,0.0
2019,3,30,0,28.65,1.81
2019,3,30,1,28.56,1.63
2019,3,30,2,28.52,1.29
2019,3,30,3,28.5,1.36
2019,3,30,4,28.45,1.63
2019,3,30,5,28.31,2.49
2019,3,30,6,28.12,4.21
2019,3,30,7,27.97,4.2
2019,3,30,8,27.85,3.72
2019,3,30,9,27.84,2.14
2019,3,30,10,27.92,1.34
2019,3,30,11,28.04,1.01
2019,3,30,12,28.35,0.53
2019,3,30,13,28.79,0.2
2019,3,30,14,29.3,0.1
2019,3,30,15,29.81,0.07
2019,3,30,16,30.22,0.06
2019,3,30,17,30.38,0.07
2019,3,30,18,30.4,0.14
2019,3,30,19,30.28,0.29
2019,3,30,20,30.06,0.41
2019,3,30,21,29.81,0.48
2019,3,30,22,29.53,0.74
2019,3,30,23,29.27,1.03
2019,3,31,0,29.09,0.2
2019,3,31,1,29.0,0.18
2019,3,31,2,28.96,0.2
2019,3,31,3,28.92,0.29
2019,3,31,4,28.89,0.26
2019,3,31,5,28.82,0.42
2019,3,31,6,28.73,0.52
2019,3,31,7,28.66,0.74
2019,3,31,8,28.6,0.67
2019,3,31,9,28.56,0.72
2019,3,31,10,28.52,0.37
2019,3,31,11,28.5,0.49
2019,3,31,12,28.69,0.63
2019,3,31,13,28.97,0.59
2019,3,31,14,29.35,0.58
2019,3,31,15,29.77,0.69
2019,3,31,16,30.12,0.6
2019,3,31,17,30.28,0.38
2019,3,31,18,30.29,0.29
2019,3,31,19,30.15,0.26
2019,3,31,20,29.96,0.34
2019,3,31,21,29.78,0.71
2019,3,31,22,29.6,1.02
2019,3,31,23,29.39,1.39
2019,4,1,0,29.23,0.12
2019,4,1,1,29.12,0.13
2019,4,1,2,29.04,0.22
2019,4,1,3,28.96,0.28
2019,4,1,4,28.85,0.33
2019,4,1,5,28.73,0.4
2019,4,1,6,28.59,0.51
2019,4,1,7,28.45,0.52
2019,4,1,8,28.34,0.58
2019,4,1,9,28.24,0.56
2019,4,1,10,28.16,0.56
2019,4,1,11,28.12,0.57
2019,4,1,12,28.17,0.61
2019,4,1,13,28.3,0.55
2019,4,1,14,28.48,0.62
2019,4,1,15,28.71,0.45
2019,4,1,16,28.98,0.46
2019,4,1,17,29.14,0.33
2019,4,1,18,29.18,0.24
2019,4,1,19,29.17,0.19
2019,4,1,20,29.14,0.15
2019,4,1,21,29.06,0.1
2019,4,1,22,28.97,0.1
2019,4,1,23,28.9,0.09
2019,4,2,0,28.88,0.09
2019,4,2,1,28.89,0.1
2019,4,2,2,28.88,0.11
2019,4,2,3,28.84,0.12
2019,4,2,4,28.76,0.15
2019,4,2,5,28.63,0.31
2019,4,2,6,28.44,0.38
2019,4,2,7,28.26,0.47
2019,4,2,8,28.1,0.5
2019,4,2,9,28.04,0.42
2019,4,2,10,28.11,0.36
2019,4,2,11,28.18,0.35
2019,4,2,12,28.36,0.37
2019,4,2,13,28.68,0.31
2019,4,2,14,29.05,0.29
2019,4,2,15,29.47,0.21
2019,4,2,16,29.84,0.18
2019,4,2,17,29.99,0.1
2019,4,2,18,29.99,0.05
2019,4,2,19,29.82,0.03
2019,4,2,20,29.6,0.02
2019,4,2,21,29.38,0.06
2019,4,2,22,29.17,0.15
2019,4,2,23,28.99,0.32
2019,4,3,0,28.89,0.58
2019,4,3,1,28.85,0.73
2019,4,3,2,28.81,0.92
2019,4,3,3,28.77,0.94
2019,4,3,4,28.69,0.97
2019,4,3,5,28.58,0.9
2019,4,3,6,28.51,0.82
2019,4,3,7,28.46,0.63
2019,4,3,8,28.49,0.51
2019,4,3,9,28.54,0.3
2019,4,3,10,28.61,0.21
2019,4,3,11,28.64,0.12
2019,4,3,12,28.83,0.07
2019,4,3,13,29.22,0.07
2019,4,3,14,29.75,0.06
2019,4,3,15,30.35,0.04
2019,4,3,16,30.85,0.01
2019,4,3,17,31.15,0.01
2019,4,3,18,31.21,0.0
2019,4,3,19,31.19,0.0
2019,4,3,20,31.09,0.0
2019,4,3,21,30.95,0.0
2019,4,3,22,30.76,0.0
2019,4,3,23,30.55,0.01
2019,4,4,0,30.36,0.11
2019,4,4,1,30.23,0.1
2019,4,4,2,30.18,0.09
2019,4,4,3,30.1,0.1
2019,4,4,4,29.97,0.15
2019,4,4,5,29.8,0.21
2019,4,4,6,29.61,0.22
2019,4,4,7,29.43,0.24
2019,4,4,8,29.32,0.28
2019,4,4,9,29.24,0.2
2019,4,4,10,29.22,0.15
2019,4,4,11,29.21,0.15
2019,4,4,12,29.36,0.14
2019,4,4,13,29.64,0.2
2019,4,4,14,30.02,0.3
2019,4,4,15,30.37,0.41
2019,4,4,16,30.63,0.7
2019,4,4,17,30.72,0.66
2019,4,4,18,30.58,0.76
2019,4,4,19,30.28,1.31
2019,4,4,20,29.93,1.68
2019,4,4,21,29.56,1.98
2019,4,4,22,29.25,1.8
2019,4,4,23,29.02,1.93
2019,4,5,0,28.86,0.34
2019,4,5,1,28.76,0.37
2019,4,5,2,28.69,0.4
2019,4,5,3,28.6,0.62
2019,4,5,4,28.42,0.87
2019,4,5,5,28.16,1.18
2019,4,5,6,27.87,1.46
2019,4,5,7,27.6,1.81
2019,4,5,8,27.35,2.07
2019,4,5,9,27.15,2.18
2019,4,5,10,26.99,2.23
2019,4,5,11,26.85,3.67
2019,4,5,12,26.79,6.11
2019,4,5,13,26.78,5.2
2019,4,5,14,26.88,3.13
2019,4,5,15,27.05,3.13
2019,4,5,16,27.18,3.28
2019,4,5,17,27.33,2.91
2019,4,5,18,27.42,2.66
2019,4,5,19,27.4,2.37
2019,4,5,20,27.34,1.97
2019,4,5,21,27.25,1.54
2019,4,5,22,27.23,1.17
2019,4,5,23,27.31,0.91
2019,4,6,0,27.41,3.7
2019,4,6,1,27.5,2.09
2019,4,6,2,27.56,1.35
2019,4,6,3,27.62,0.93
2019,4,6,4,27.64,0.52
2019,4,6,5,27.63,0.42
2019,4,6,6,27.62,0.36
2019,4,6,7,27.61,0.41
2019,4,6,8,27.6,0.69
2019,4,6,9,27.58,1.13
2019,4,6,10,27.63,1.33
2019,4,6,11,27.73,1.35
2019,4,6,12,27.96,0.89
2019,4,6,13,28.32,1.35
2019,4,6,14,28.85,1.35
2019,4,6,15,29.44,1.32
2019,4,6,16,29.93,0.96
2019,4,6,17,30.15,1.22
2019,4,6,18,30.12,1.81
2019,4,6,19,30.01,2.88
2019,4,6,20,29.92,3.98
2019,4,6,21,29.77,5.02
2019,4,6,22,29.59,5.83
2019,4,6,23,29.39,6.45
2019,4,7,0,29.24,3.26
2019,4,7,1,29.15,3.18
2019,4,7,2,29.1,3.06
2019,4,7,3,29.05,3.19
2019,4,7,4,28.94,3.38
2019,4,7,5,28.76,3.84
2019,4,7,6,28.54,4.19
2019,4,7,7,28.35,4.29
2019,4,7,8,28.2,4.38
2019,4,7,9,28.09,3.97
2019,4,7,10,28.03,3.7
2019,4,7,11,28.02,3.59
2019,4,7,12,28.17,3.12
2019,4,7,13,28.45,2.61
2019,4,7,14,28.86,2.13
2019,4,7,15,29.33,1.52
2019,4,7,16,29.8,1.2
2019,4,7,17,30.06,1.15
2019,4,7,18,30.08,1.28
2019,4,7,19,29.91,1.65
2019,4,7,20,29.67,2.21
2019,4,7,21,29.4,3.22
2019,4,7,22,29.14,4.39
2019,4,7,23,28.91,5.62
2019,4,8,0,28.69,2.31
2019,4,8,1,28.5,2.69
2019,4,8,2,28.35,2.75
2019,4,8,3,28.24,2.96
2019,4,8,4,28.1,3.24
2019,4,8,5,27.92,4.15
2019,4,8,6,27.76,4.98
2019,4,8,7,27.63,6.75
2019,4,8,8,27.53,8.55
2019,4,8,9,27.5,9.82
2019,4,8,10,27.51,9.17
2019,4,8,11,27.54,8.23
2019,4,8,12,27.73,6.23
2019,4,8,13,28.1,3.97
2019,4,8,14,28.55,2.49
2019,4,8,15,29.01,1.37
2019,4,8,16,29.35,0.79
2019,4,8,17,29.53,0.42
2019,4,8,18,29.58,0.25
2019,4,8,19,29.54,0.15
2019,4,8,20,29.48,0.15
2019,4,8,21,29.37,0.16
2019,4,8,22,29.18,0.34
2019,4,8,23,28.95,0.51
2019,4,9,0,28.82,1.23
2019,4,9,1,28.78,1.59
2019,4,9,2,28.76,2.14
2019,4,9,3,28.72,2.86
2019,4,9,4,28.65,3.29
2019,4,9,5,28.54,3.64
2019,4,9,6,28.44,3.56
2019,4,9,7,28.34,3.42
2019,4,9,8,28.24,3.37
2019,4,9,9,28.14,2.93
2019,4,9,10,28.08,3.08
2019,4,9,11,28.08,3.82
2019,4,9,12,28.14,4.34
2019,4,9,13,28.24,4.88
2019,4,9,14,28.37,5.88
2019,4,9,15,28.51,6.33
2019,4,9,16,28.59,6.42
2019,4,9,17,28.6,7.24
2019,4,9,18,28.6,8.1
2019,4,9,19,28.6,9.49
2019,4,9,20,28.58,10.67
2019,4,9,21,28.52,10.98
2019,4,9,22,28.46,9.48
2019,4,9,23,28.38,7.49
2019,4,10,0,28.33,24.12
2019,4,10,1,28.29,17.84
2019,4,10,2,28.31,11.93
2019,4,10,3,28.3,8.35
2019,4,10,4,28.28,7.07
2019,4,10,5,28.21,6.52
2019,4,10,6,28.11,7.46
2019,4,10,7,28.03,8.51
2019,4,10,8,27.94,10.2
2019,4,10,9,27.92,10.73
2019,4,10,10,27.95,12.1
2019,4,10,11,28.02,11.8
2019,4,10,12,28.18,12.07
2019,4,10,13,28.36,11.77
2019,4,10,14,28.56,12.36
2019,4,10,15,28.76,13.38
2019,4,10,16,28.87,13.61
2019,4,10,17,28.85,15.79
2019,4,10,18,28.72,17.22
2019,4,10,19,28.53,16.85
2019,4,10,20,28.38,15.43
2019,4,10,21,28.26,12.81
2019,4,10,22,28.16,8.98
2019,4,10,23,28.13,6.24
2019,4,11,0,28.1,1.03
2019,4,11,1,28.08,0.79
2019,4,11,2,28.1,0.73
2019,4,11,3,28.08,0.64
2019,4,11,4,28.0,0.57
2019,4,11,5,27.92,0.57
2019,4,11,6,27.86,0.75
2019,4,11,7,27.81,1.16
2019,4,11,8,27.8,1.0
2019,4,11,9,27.79,0.84
2019,4,11,10,27.77,0.75
2019,4,11,11,27.74,0.71
2019,4,11,12,27.74,0.66
2019,4,11,13,27.8,0.62
2019,4,11,14,27.93,0.6
2019,4,11,15,28.16,0.63
2019,4,11,16,28.38,0.76
2019,4,11,17,28.53,0.78
2019,4,11,18,28.58,0.84
2019,4,11,19,28.52,0.83
2019,4,11,20,28.44,0.75
2019,4,11,21,28.38,0.69
2019,4,11,22,28.31,0.64
2019,4,11,23,28.21,0.72
2019,4,12,0,28.11,0.67
2019,4,12,1,28.08,0.86
2019,4,12,2,28.06,0.94
2019,4,12,3,28.01,1.06
2019,4,12,4,27.92,1.3
2019,4,12,5,27.82,1.51
2019,4,12,6,27.75,1.62
2019,4,12,7,27.68,1.72
2019,4,12,8,27.59,1.85
2019,4,12,9,27.56,1.73
2019,4,12,10,27.55,1.73
2019,4,12,11,27.57,1.72
2019,4,12,12,27.69,1.44
2019,4,12,13,27.85,1.17
2019,4,12,14,28.09,1.04
2019,4,12,15,28.36,0.84
2019,4,12,16,28.56,0.62
2019,4,12,17,28.7,0.54
2019,4,12,18,28.77,0.42
2019,4,12,19,28.78,0.27
2019,4,12,20,28.73,0.17
2019,4,12,21,28.64,0.17
2019,4,12,22,28.6,0.11
2019,4,12,23,28.55,0.17
2019,4,13,0,28.54,0.29
2019,4,13,1,28.59,0.45
2019,4,13,2,28.65,0.73
2019,4,13,3,28.64,0.94
2019,4,13,4,28.6,1.29
2019,4,13,5,28.5,1.36
2019,4,13,6,28.4,1.33
2019,4,13,7,28.3,1.46
2019,4,13,8,28.24,1.38
2019,4,13,9,28.2,1.07
2019,4,13,10,28.2,1.02
2019,4,13,11,28.24,0.69
2019,4,13,12,28.47,0.53
2019,4,13,13,28.72,0.57
2019,4,13,14,29.01,0.53
2019,4,13,15,29.38,0.5
2019,4,13,16,29.67,0.46
2019,4,13,17,29.82,0.58
2019,4,13,18,29.84,0.49
2019,4,13,19,29.81,0.48
2019,4,13,20,29.8,0.49
2019,4,13,21,29.75,0.43
2019,4,13,22,29.65,0.54
2019,4,13,23,29.53,0.6
2019,4,14,0,29.42,2.79
2019,4,14,1,29.37,2.27
2019,4,14,2,29.34,2.16
2019,4,14,3,29.3,1.94
2019,4,14,4,29.22,1.96
2019,4,14,5,29.13,2.42
2019,4,14,6,29.05,2.89
2019,4,14,7,28.98,2.9
2019,4,14,8,28.94,2.83
2019,4,14,9,28.91,2.66
2019,4,14,10,28.89,2.06
2019,4,14,11,28.9,2.01
2019,4,14,12,28.98,2.31
2019,4,14,13,29.11,2.22
2019,4,14,14,29.23,2.65
2019,4,14,15,29.46,2.18
2019,4,14,16,29.84,2.49
2019,4,14,17,30.14,2.9
2019,4,14,18,30.3,2.85
2019,4,14,19,30.32,3.21
2019,4,14,20,30.25,2.98
2019,4,14,21,30.07,2.66
2019,4,14,22,29.85,2.66
2019,4,14,23,29.66,3.28
2019,4,15,0,29.51,0.91
2019,4,15,1,29.39,1.05
2019,4,15,2,29.29,1.26
2019,4,15,3,29.16,1.36
2019,4,15,4,29.02,1.5
2019,4,15,5,28.86,1.76
2019,4,15,6,28.69,2.17
2019,4,15,7,28.53,2.1
2019,4,15,8,28.45,2.19
2019,4,15,9,28.39,2.25
2019,4,15,10,28.38,1.93
2019,4,15,11,28.41,1.63
2019,4,15,12,28.51,1.49
2019,4,15,13,28.7,1.1
2019,4,15,14,28.92,0.91
2019,4,15,15,29.18,0.62
2019,4,15,16,29.44,0.29
2019,4,15,17,29.62,0.24
2019,4,15,18,29.71,0.15
2019,4,15,19,29.71,0.14
2019,4,15,20,29.63,0.07
2019,4,15,21,29.5,0.1
2019,4,15,22,29.4,0.12
2019,4,15,23,29.3,0.13
2019,4,16,0,29.25,0.3
2019,4,16,1,29.27,0.35
2019,4,16,2,29.28,0.25
2019,4,16,3,29.21,0.37
2019,4,16,4,29.07,0.61
2019,4,16,5,28.95,1.02
2019,4,16,6,28.84,1.48
2019,4,16,7,28.73,1.56
2019,4,16,8,28.66,1.29
2019,4,16,9,28.69,1.51
2019,4,16,10,28.78,1.02
2019,4,16,11,28.88,0.99
2019,4,16,12,29.08,0.7
2019,4,16,13,29.48,0.52
2019,4,16,14,29.92,0.2
2019,4,16,15,30.39,0.22
2019,4,16,16,30.74,0.28
2019,4,16,17,30.9,0.32
2019,4,16,18,30.87,0.39
2019,4,16,19,30.72,0.69
2019,4,16,20,30.44,1.02
2019,4,16,21,30.17,1.58
2019,4,16,22,29.93,1.74
2019,4,16,23,29.72,1.76
2019,4,17,0,29.6,0.4
2019,4,17,1,29.51,0.51
2019,4,17,2,29.42,0.65
2019,4,17,3,29.32,0.85
2019,4,17,4,29.14,1.13
2019,4,17,5,28.94,1.47
2019,4,17,6,28.64,1.71
2019,4,17,7,28.35,1.8
2019,4,17,8,28.14,2.02
2019,4,17,9,28.05,1.96
2019,4,17,10,28.02,1.47
2019,4,17,11,28.1,1.03
2019,4,17,12,28.34,0.99
2019,4,17,13,28.72,1.05
2019,4,17,14,29.11,1.39
2019,4,17,15,29.51,1.57
2019,4,17,16,29.75,1.64
2019,4,17,17,29.81,1.62
2019,4,17,18,29.73,1.58
2019,4,17,19,29.57,1.21
2019,4,17,20,29.37,0.85
2019,4,17,21,29.2,0.69
2019,4,17,22,29.07,0.78
2019,4,17,23,28.93,0.56
2019,4,18,0,28.86,0.9
2019,4,18,1,28.79,1.02
2019,4,18,2,28.75,1.17
2019,4,18,3,28.64,1.45
2019,4,18,4,28.43,2.03
2019,4,18,5,28.13,2.68
2019,4,18,6,27.85,3.29
2019,4,18,7,27.63,4.26
2019,4,18,8,27.45,4.86
2019,4,18,9,27.45,5.12
2019,4,18,10,27.54,5.49
2019,4,18,11,27.65,5.3
2019,4,18,12,27.96,5.8
2019,4,18,13,28.33,5.5
2019,4,18,14,28.78,5.4
2019,4,18,15,29.19,5.23
2019,4,18,16,29.45,4.99
2019,4,18,17,29.49,5.21
2019,4,18,18,29.43,5.62
2019,4,18,19,29.27,6.29
2019,4,18,20,29.06,6.74
2019,4,18,21,28.78,7.99
2019,4,18,22,28.52,8.96
2019,4,18,23,28.29,9.45
2019,4,19,0,28.1,7.93
2019,4,19,1,28.07,8.23
2019,4,19,2,28.15,8.0
2019,4,19,3,28.21,7.6
2019,4,19,4,28.23,7.31
2019,4,19,5,28.2,7.45
2019,4,19,6,28.16,7.23
2019,4,19,7,28.12,7.08
2019,4,19,8,28.18,7.37
2019,4,19,9,28.16,7.59
2019,4,19,10,28.14,6.12
2019,4,19,11,28.24,5.29
2019,4,19,12,28.48,4.49
2019,4,19,13,28.69,4.05
2019,4,19,14,28.87,3.75
2019,4,19,15,29.07,3.98
2019,4,19,16,29.23,3.88
2019,4,19,17,29.28,4.46
2019,4,19,18,29.3,4.68
2019,4,19,19,29.31,4.3
2019,4,19,20,29.3,4.53
2019,4,19,21,29.3,5.47
2019,4,19,22,29.24,7.5
2019,4,19,23,29.18,9.61
2019,4,20,0,29.16,8.36
2019,4,20,1,29.12,9.73
2019,4,20,2,29.03,10.95
2019,4,20,3,28.88,12.36
2019,4,20,4,28.69,13.95
2019,4,20,5,28.47,15.37
2019,4,20,6,28.29,14.55
2019,4,20,7,28.17,10.89
2019,4,20,8,28.12,7.21
2019,4,20,9,28.12,4.98
2019,4,20,10,28.16,3.83
2019,4,20,11,28.16,3.78
2019,4,20,12,28.24,3.58
2019,4,20,13,28.5,3.46
2019,4,20,14,28.77,3.58
2019,4,20,15,29.04,3.58
2019,4,20,16,29.07,3.53
2019,4,20,17,28.81,3.76
2019,4,20,18,28.57,3.86
2019,4,20,19,28.44,4.01
2019,4,20,20,28.37,4.0
2019,4,20,21,28.36,3.92
2019,4,20,22,28.28,3.6
2019,4,20,23,28.05,3.1
2019,4,21,0,27.86,6.12
2019,4,21,1,27.84,4.07
2019,4,21,2,27.88,2.28
2019,4,21,3,27.94,1.19
2019,4,21,4,27.95,1.62
2019,4,21,5,27.91,3.42
2019,4,21,6,27.9,5.72
2019,4,21,7,27.92,5.42
2019,4,21,8,28.01,3.69
2019,4,21,9,28.15,1.62
2019,4,21,10,28.35,1.16
2019,4,21,11,28.53,0.91
2019,4,21,12,28.8,0.96
2019,4,21,13,29.24,0.82
2019,4,21,14,29.7,0.85
2019,4,21,15,30.09,0.77
2019,4,21,16,30.35,0.7
2019,4,21,17,30.43,0.99
2019,4,21,18,30.34,0.74
2019,4,21,19,30.14,0.84
2019,4,21,20,29.88,1.19
2019,4,21,21,29.55,1.79
2019,4,21,22,29.25,2.61
2019,4,21,23,28.98,4.55
2019,4,22,0,28.78,6.62
2019,4,22,1,28.68,7.91
2019,4,22,2,28.6,6.6
2019,4,22,3,28.51,6.09
2019,4,22,4,28.37,4.61
2019,4,22,5,28.21,4.04
2019,4,22,6,28.11,3.82
2019,4,22,7,28.06,3.11
2019,4,22,8,28.07,3.42
2019,4,22,9,28.15,3.84
2019,4,22,10,28.24,3.33
2019,4,22,11,28.33,3.05
2019,4,22,12,28.52,2.94
2019,4,22,13,28.8,2.95
2019,4,22,14,29.13,2.43
2019,4,22,15,29.39,1.88
2019,4,22,16,29.52,1.88
2019,4,22,17,29.51,2.11
2019,4,22,18,29.36,3.08
2019,4,22,19,29.17,4.76
2019,4,22,20,28.95,7.02
2019,4,22,21,28.71,9.03
2019,4,22,22,28.49,9.61
2019,4,22,23,28.29,10.06
2019,4,23,0,28.15,1.54
2019,4,23,1,28.04,1.82
2019,4,23,2,27.94,2.07
2019,4,23,3,27.9,3.22
2019,4,23,4,27.81,4.35
2019,4,23,5,27.7,5.71
2019,4,23,6,27.57,6.82
2019,4,23,7,27.43,8.6
2019,4,23,8,27.36,10.08
2019,4,23,9,27.38,10.54
2019,4,23,10,27.4,11.28
2019,4,23,11,27.45,12.27
2019,4,23,12,27.7,12.78
2019,4,23,13,28.04,14.32
2019,4,23,14,28.38,15.63
2019,4,23,15,28.68,16.41
2019,4,23,16,28.93,16.98
2019,4,23,17,29.09,15.89
2019,4,23,18,29.12,13.49
2019,4,23,19,29.08,10.55
2019,4,23,20,29.02,7.96
2019,4,23,21,28.9,4.61
2019,4,23,22,28.74,1.65
2019,4,23,23,28.61,0.25
2019,4,24,0,28.49,0.01
2019,4,24,1,28.42,0.01
2019,4,24,2,28.38,0.01
2019,4,24,3,28.36,0.03
2019,4,24,4,28.32,0.07
2019,4,24,5,28.21,0.11
2019,4,24,6,28.05,0.14
2019,4,24,7,27.88,0.11
2019,4,24,8,27.73,0.08
2019,4,24,9,27.64,0.1
2019,4,24,10,27.62,0.08
2019,4,24,11,27.62,0.06
2019,4,24,12,27.86,0.05
2019,4,24,13,28.24,0.04
2019,4,24,14,28.69,0.03
2019,4,24,15,29.04,0.02
2019,4,24,16,29.23,0.01
2019,4,24,17,29.32,0.01
2019,4,24,18,29.32,0.02
2019,4,24,19,29.26,0.01
2019,4,24,20,29.2,0.01
2019,4,24,21,29.08,0.02
2019,4,24,22,28.91,0.04
2019,4,24,23,28.72,0.08
2019,4,25,0,28.56,0.13
2019,4,25,1,28.45,0.2
2019,4,25,2,28.37,0.23
2019,4,25,3,28.33,0.28
2019,4,25,4,28.26,0.3
2019,4,25,5,28.15,0.38
2019,4,25,6,28.07,0.33
2019,4,25,7,27.99,0.25
2019,4,25,8,27.92,0.24
2019,4,25,9,27.9,0.12
2019,4,25,10,27.9,0.07
2019,4,25,11,27.93,0.08
2019,4,25,12,28.1,0.07
2019,4,25,13,28.36,0.08
2019,4,25,14,28.7,0.07
2019,4,25,15,29.03,0.06
2019,4,25,16,29.24,0.04
2019,4,25,17,29.32,0.03
2019,4,25,18,29.29,0.02
2019,4,25,19,29.2,0.01
2019,4,25,20,29.11,0.02
2019,4,25,21,29.05,0.02
2019,4,25,22,29.02,0.01
2019,4,25,23,28.92,0.01
2019,4,26,0,28.79,0.1
2019,4,26,1,28.72,0.1
2019,4,26,2,28.68,0.12
2019,4,26,3,28.64,0.28
2019,4,26,4,28.54,1.46
2019,4,26,5,28.43,2.8
2019,4,26,6,28.33,3.26
2019,4,26,7,28.23,4.63
2019,4,26,8,28.16,4.76
2019,4,26,9,28.08,5.78
2019,4,26,10,27.97,5.4
2019,4,26,11,27.89,5.96
2019,4,26,12,28.01,5.9
2019,4,26,13,28.33,5.32
2019,4,26,14,28.8,4.52
2019,4,26,15,29.23,2.18
2019,4,26,16,29.52,1.19
2019,4,26,17,29.58,0.81
2019,4,26,18,29.51,0.72
2019,4,26,19,29.39,0.63
2019,4,26,20,29.24,0.52
2019,4,26,21,29.12,0.27
2019,4,26,22,29.05,0.17
2019,4,26,23,28.95,0.17
2019,4,27,0,28.91,0.1
2019,4,27,1,28.94,0.04
2019,4,27,2,29.02,0.05
2019,4,27,3,29.04,0.06
2019,4,27,4,29.01,0.14
2019,4,27,5,28.97,0.34
2019,4,27,6,28.93,0.5
2019,4,27,7,28.88,0.86
2019,4,27,8,28.82,1.47
2019,4,27,9,28.74,3.48
2019,4,27,10,28.66,4.44
2019,4,27,11,28.55,6.21
2019,4,27,12,28.59,6.5
2019,4,27,13,28.67,7.15
2019,4,27,14,28.86,7.91
2019,4,27,15,29.14,6.07
2019,4,27,16,29.43,4.26
2019,4,27,17,29.61,2.11
2019,4,27,18,29.64,0.88
2019,4,27,19,29.57,0.51
2019,4,27,20,29.4,0.39
2019,4,27,21,29.25,0.31
2019,4,27,22,29.15,0.24
2019,4,27,23,29.05,0.65
2019,4,28,0,28.96,1.49
2019,4,28,1,28.91,2.65
2019,4,28,2,28.9,4.83
2019,4,28,3,28.87,7.64
2019,4,28,4,28.77,10.86
2019,4,28,5,28.66,16.04
2019,4,28,6,28.54,18.03
2019,4,28,7,28.41,17.46
2019,4,28,8,28.32,13.31
2019,4,28,9,28.32,7.79
2019,4,28,10,28.4,4.07
2019,4,28,11,28.51,4.42
2019,4,28,12,28.8,7.82
2019,4,28,13,29.21,12.12
2019,4,28,14,29.62,10.77
2019,4,28,15,29.96,7.58
2019,4,28,16,30.17,5.65
2019,4,28,17,30.28,5.12
2019,4,28,18,30.25,5.41
2019,4,28,19,30.11,4.99
2019,4,28,20,29.95,5.47
2019,4,28,21,29.79,6.61
2019,4,28,22,29.68,9.88
2019,4,28,23,29.56,11.52
2019,4,29,0,29.44,45.17
2019,4,29,1,29.39,41.64
2019,4,29,2,29.34,44.14
2019,4,29,3,29.25,38.11
2019,4,29,4,29.11,38.18
2019,4,29,5,28.96,48.12
2019,4,29,6,28.81,53.13
2019,4,29,7,28.69,55.89
2019,4,29,8,28.62,58.65
2019,4,29,9,28.63,46.62
2019,4,29,10,28.69,34.27
2019,4,29,11,28.79,25.79
2019,4,29,12,29.08,19.0
2019,4,29,13,29.41,15.2
2019,4,29,14,29.77,16.28
2019,4,29,15,30.04,17.31
2019,4,29,16,30.2,22.23
2019,4,29,17,30.29,29.96
2019,4,29,18,30.23,33.97
2019,4,29,19,30.09,33.7
2019,4,29,20,29.89,30.41
2019,4,29,21,29.73,25.75
2019,4,29,22,29.59,27.02
2019,4,29,23,29.46,31.56
2019,4,30,0,29.37,14.29
2019,4,30,1,29.36,15.78
2019,4,30,2,29.35,20.44
2019,4,30,3,29.3,21.52
2019,4,30,4,29.21,22.99
2019,4,30,5,29.1,25.23
2019,4,30,6,28.99,32.38
2019,4,30,7,28.89,36.52
2019,4,30,8,28.8,36.87
2019,4,30,9,28.78,32.67
2019,4,30,10,28.8,28.59
2019,4,30,11,28.83,27.36
2019,4,30,12,28.96,22.78
2019,4,30,13,29.14,23.21
2019,4,30,14,29.28,19.77
